agent,role,time_sec,cumulative_pnl
MM_0,MarketMaker,29.446,-651.0
MM_0,MarketMaker,29.454,-648.5
MM_0,MarketMaker,29.485,-647.5
MM_0,MarketMaker,29.508,-647.0
MM_0,MarketMaker,29.519,-646.5
MM_0,MarketMaker,29.53,-646.0
MM_0,MarketMaker,29.592,-645.5
MM_0,MarketMaker,29.592,-645.0
MM_0,MarketMaker,29.636,-882.0
MM_0,MarketMaker,29.637,-645.0
MM_0,MarketMaker,29.637,-645.5
MM_0,MarketMaker,29.637,-683.0
MM_0,MarketMaker,29.735,-682.0
MM_0,MarketMaker,29.808,-681.0
MM_0,MarketMaker,30.1,-680.0
MM_0,MarketMaker,30.111,-679.0
MM_0,MarketMaker,30.168,-1176.0
MM_0,MarketMaker,30.17,-1175.0
MM_0,MarketMaker,30.242,-1174.5
MM_0,MarketMaker,30.256,-1174.0
MM_0,MarketMaker,30.317,-1173.5
MM_0,MarketMaker,30.443,-1172.0
MM_0,MarketMaker,30.713,-1620.5
MM_0,MarketMaker,30.714,-1772.0
MM_0,MarketMaker,30.714,-1620.5
MM_0,MarketMaker,30.714,-1770.5
MM_0,MarketMaker,30.888,-1739.0
MM_0,MarketMaker,30.97,-1738.0
MM_0,MarketMaker,30.974,-1426.0
MM_0,MarketMaker,31.031,-1425.0
MM_0,MarketMaker,31.102,-1423.5
MM_0,MarketMaker,31.112,-1422.0
MM_0,MarketMaker,31.112,-1420.5
MM_0,MarketMaker,31.174,-1419.0
MM_0,MarketMaker,31.184,-1417.5
MM_0,MarketMaker,31.185,-1416.0
MM_0,MarketMaker,31.267,-1687.5
MM_0,MarketMaker,31.267,-2485.0
MM_0,MarketMaker,32.251,-2483.0
MM_0,MarketMaker,32.437,-2482.5
MM_0,MarketMaker,32.496,-2481.5
MM_0,MarketMaker,32.506,-2480.5
MM_0,MarketMaker,32.569,-2479.5
MM_0,MarketMaker,32.918,-2627.5
MM_0,MarketMaker,32.919,-2678.5
MM_0,MarketMaker,32.919,-2627.5
MM_0,MarketMaker,32.919,-2678.5
MM_0,MarketMaker,33.321,-2677.5
MM_0,MarketMaker,33.719,-2677.0
MM_0,MarketMaker,33.731,-2676.5
MM_0,MarketMaker,33.732,-2676.0
MM_0,MarketMaker,33.781,-2675.0
MM_0,MarketMaker,33.804,-2674.5
MM_0,MarketMaker,33.804,-2674.0
MM_0,MarketMaker,33.875,-2673.5
MM_0,MarketMaker,33.938,-2673.0
MM_0,MarketMaker,33.949,-2672.5
MM_0,MarketMaker,33.95,-2672.0
MM_0,MarketMaker,34.039,-2669.5
MM_0,MarketMaker,34.252,-2669.0
MM_0,MarketMaker,34.273,-2423.0
MM_0,MarketMaker,34.57,-2588.5
MM_0,MarketMaker,34.571,-2673.0
MM_0,MarketMaker,34.571,-2588.5
MM_0,MarketMaker,34.826,-2588.0
MM_0,MarketMaker,34.899,-2587.5
MM_0,MarketMaker,34.899,-2587.0
MM_0,MarketMaker,34.899,-2586.5
MM_0,MarketMaker,34.971,-2586.0
MM_0,MarketMaker,34.998,-2584.0
MM_0,MarketMaker,35.034,-2583.5
MM_0,MarketMaker,35.045,-2583.0
MM_0,MarketMaker,35.107,-2582.5
MM_0,MarketMaker,35.117,-2582.0
